title,url,description,keywords,duration,view_count,datePublished,genre,,,,,,
PM Narendra Modi Full Interview CNN - Fareed Zakaria GPS September 2014First International US Interv,https://www.youtube.com/embed/3zd-u2Lxp8M,Enjoy,"News, India, Fareed Zakaria GPS (Award-Winning Work), Fareed Zakaria (Author), CNN (Production Company), Interview (TV Genre), Narendra Modi (Politician), fu...",PT16M26S,2786,9/21/14,People & Blogs,,,,,,
Narendra Modi's Interview On Aaj Tak After AK49 Now Kraantikaari Channel Just 6 Seconds,https://www.youtube.com/embed/YcLMTDM6570,!!! à_•à¥çà_°à__à_¨à¥çà__à_¿à_•à__à_°à¥€ à__à¥ˆà_¨à__ à_¨à__à_®à_•à_°à_£ à_•à¥‡ à_µà¥‹ à_êà__à_¿à__à__à_¸à_¿à_• 6 à_¸à¥‡à_•à_‚à_¡ !!! !!! à_†à_œ à__à_• à_…à_¬ à_¬à_¨ à_—à_¯à__ à_•à¥çà_°à__à_¨à¥çà__à_¿à_•à__à_°à¥€ à__à¥ˆà_¨à__ !!! Narendra Modi à_œà¥€ à_¨à¥‡ à_•à¥Åà_› à__à_¿à_¨ à_ªà__à__à¥‡ à__à_®à__à_°à¥‡ à_ªà¥çà_¯à__à_°à¥‡ à_ª.à_ªà¥‚.à_§.à_§à¥‚.(à_ªà_°...,"Narendra Modi (Politician), Aaj Tak (TV Network), Now, Channel, India, Interview, Cricket, à_•à¥çà_°à__à_¨à¥çà__à_¿à_•à__à_°à¥€, à__à¥ˆà_¨à__, Kraantikaari, à_¨à__à_®à_•à_°à_£",PT0M8S,319,5/4/14,News & Politics,,,,,,
Narendra Modi's interview with Aaj Tak,https://www.youtube.com/embed/xYFNxnx1GL8,Chief Minister of Gujarat Shri Narendra Modi's interview with Aaj Tak during his Sadbhavna Mission fast at University Convention Hall in Ahmedabad on 17th Se...,"Chief, Minister, of, Gujarat, Shri, Narendra, Modi's, interview, with, Aaj, Tak, during, his, Sadbhavna, Mission, fast, at, University, Convention, Hall, in,...",PT10M10S,44071,9/18/11,News & Politics,,,,,,
NARENDRA MODI INTERVIEW MIX 2015 | Acche Din Aayenge | Parody | Trap | MixSingh,https://www.youtube.com/embed/9y8oeTT3NfQ,This Video Is Purely For Entertainment Purpose Only !!! Mp3 Version - http://bit.ly/ModiMashupMp3 Credits: Modi Speech Video Footage Downloaded from Youtube ...,"Narendra Modi (Politician), Mashup (Media Genre), Viral, Trending, Comedy, Yo Yo Honey Singh (Composer)",PT1M24S,4429,5/15/15,Music,,,,,,
Hindutva Fascist Exposed - Narendra Modi Abruptly Ends Interview,https://www.youtube.com/embed/XVBwUtwalWc,"SHOCKING VIDEO of an interview conducted by Karan Thapar representing CNN-IBN. Guest: Narendra Modi, who has been accused by many of supporting & turning a b...","India, Gujarat, Muslim massacre, Godhra, train, riots, 2002, Hindu Terrorism, Hindutva Fascism, Narendra Modi, Babu Bajrangi, RSS, VHP, Bajrang Dal, Shiv Sen...",PT3M54S,67926,12/24/08,News & Politics,,,,,,
Narendra Modi Interview revealing his education,https://www.youtube.com/embed/erC57SZ_aSc, ,,PT0M49S,25,11/24/15,People & Blogs,,,,,,
Prasar Bharati CEO Jawhar Sircar admits Narendra Modi interview edited,https://www.youtube.com/embed/KVk96go614k,"In the wake of a massive controversy over Narendra Modi's interview to Doordarshan, Prasar Bharati CEO Jawhar Sircar on Friday acknowledged that certain port...","Prasar Bharati, Jawhar Sircar, CEO, Narendra Modi, interview, Video, News, News update, NewsX",PT14M37S,722,5/3/14,News & Politics,,,,,,
Shri Narendra Modi's interview with Sandesh,https://www.youtube.com/embed/o5j7XbkLnw0,Shri Narendra Modi's interview with Sandesh,"Narendra Modi, Gujarat, India, Chief Minister, CM, Namo, Gujarat Government, PM, PM Candidate, Development, Vikas, Brand India, Prime Minster, BJP, NDA, NaMo...",PT60M46S,4425,5/3/14,News & Politics,,,,,,
CM Shri Narendra Modi's Interview with NDTV -1/3,https://www.youtube.com/embed/TeAOTKCHY30,CM Shri Narendra Modi's Interview with NDTV on 9th October 2008,"Narendra, Modi, Interview, Nanavati, Commission, communism, Afzal, Nano, NDTV, Vijay, Trivedi, UPA, votebank",PT8M5S,84755,10/10/08,News & Politics,,,,,,
Watch Narendra Modi's interview on ABP Ananda today at 8PM,https://www.youtube.com/embed/XxJ7DtvBqB8,Watch Narendra Modi's interview on ABP Ananda today at 8PM,"Watch Narendra Modi's interview on ABP Ananda today at 8PM, abp ananda",PT1M5S,1837,4/21/14,News & Politics,,,,,,
Narendra modi interview speaking on vote bank politics,https://www.youtube.com/embed/c_YnzVGLqbs, ,"Narendra Modi (Politician), Interview (Ontology Class), Politician (Ontology Class), India, Cricket, Singh, Mumbai, Pakistan, Delhi, New Delhi (City/Town/Vil...",PT3M22S,162,7/30/13,News & Politics,,,,,,
Narendra Modi's interview with TV9,https://www.youtube.com/embed/TeRID40mcKY,Chief Minister of Gujarat Shri Narendra Modi's interview with TV9 during his Sadbhavna Mission fast at University Convention Hall in Ahmedabad on 17th Septem...,"Chief, Minister, of, Gujarat, Shri, Narendra, Modi's, interview, with, TV9, during, his, Sadbhavna, Mission, fast, at, University, Convention, Hall, in, Ahme...",PT5M39S,1467,9/18/11,News & Politics,,,,,,
Narendra Modi making fun of Congress,https://www.youtube.com/embed/_9IwcvO0n-k,Narendra Modi taking potshots at congress for designing MGNREGA. He said he wanted to continue the MGNREGA because it is a living monument of congress' failu...,"India, Narendra Modi (Politician), Indian National Congress (Political Party), Politics (TV Genre), Bharatiya Janata Party (Political Party), mgnrega, black ...",PT2M51S,272562,3/2/15,News & Politics,,,,,,
Highlights of PM Narendra Modiâ€™s interview with CNN,https://www.youtube.com/embed/XNCtI8t-L9o,Highlights of PM Narendra Modiâ€™s interview with CNN,"Prime Minister Of India (Government Office Or Title), Narendra Modi (Politician), Politics (TV Genre)",PT0M22S,329,9/19/14,News & Politics,,,,,,
"Narendra Modi wanted to Escape, but sadly this time he was in Plane could not chuck reporter.",https://www.youtube.com/embed/fsRePBbzg6A,"When Journalist was trying to ask qus, he literally wanted to run away, but poor guy was trapped in plane, though i appreciate Narendra Modi (Namo) patience ...","Rahul Gandhi (Politician), RahulSpeaksToArnab, ArnabVsRahul, Times Now, RTI, JaiHo, Narendra Modi (Politician), India, Singh, Cricket, Pakistan, Mumbai, Elec...",PT3M49S,107777,1/27/14,Film & Animation,,,,,,
TIMES NOW Exclusive: Narendra Modi Interview,https://www.youtube.com/embed/DhoRWnbjh2E,"Just moments ahead of his Foundation Day address on Saturday (April 6), Gujarat Chief Minister Narendra Modi Modi spoke to TIMES NOW's political editor Navik...","Rahul Gandhi (Politician), TIMES NOW, current affairs, breaking news, world, daily stories, live, news, view, exclusive, channel, latest, official youtube ch...",PT6M7S,15290,4/8/13,News & Politics,,,,,,
Narendra Modi's Interview On Aaj Tak à_•à¥çà_°à__à_¨à¥çà__à_¿à_•à__à_°à¥€ à__à¥ˆà_¨à__,https://www.youtube.com/embed/tsVDl5lZcOU,Narendra Modi's Interview On Aaj Tak à_•à¥çà_°à__à_¨à¥çà__à_¿à_•à__à_°à¥€ à__à¥ˆà_¨à__ Aaj Tak à_•à¥‡ Reporter à_œà_¬ Interview à_ªà¥‚à_°à__ à_•à_°à_•à¥‡ Conclusion à__à¥‡ à_°à__à¥‡ à_¥à¥‡... à__à_¬ à_®à¥‹à__à¥€ à_œà¥€ à_¨à¥‡ à_•à¥çà_¯à__ à_•à__à__... à_”à_° à_•à¥ˆà_¸à¥‡ à_•...,"Narendra Modi (Politician), Aaj Tak (TV Network), Channel, India, Interview, Cricket, New, à_•à¥çà_°à__à_¨à¥çà__à_¿à_•à__à_°à¥€_à__à¥ˆà_¨à__, Kraantikaari_Channel",PT0M47S,670,5/3/14,News & Politics,,,,,,
Shri Narendra Modi's interview with TV 9 during his Japan trip,https://www.youtube.com/embed/FOfogtwOQpM,Narendra Modi speaking to TV 9 during his Japan trip,"'Narendra, Modi, 'speaking, 'TV, 'during, 'Japan, 'trip', interview",PT14M12S,5476,7/27/12,News & Politics,,,,,,
Narendra Modi Interview about Priyanka Vadra,https://www.youtube.com/embed/Non58w3_VHo,Narendra Modi Interview about Priyanka Vadra,"priyanka vadra, Narendra Modi (Politician), JDU, Sabir Ali, BSP, SP, AKHILESK YADAV, MAYAWATI, MULAYAM SINGH YADAV, Arvind Kejriwal, Modi, Sonia Gandhi, Road...",PT5M4S,23172,5/1/14,News & Politics,,,,,,
Shri Narendra Modi's interview with ETv,https://www.youtube.com/embed/FejAs1EudqM, ,"Narendra Modi, Gujarat, India, Chief Minister, CM, Namo, Gujarat Government, PM, PM Candidate, Development, Vikas, Brand India, Prime Minster, BJP, NDA, NaMo...",PT25M20S,1852,4/28/14,News & Politics,,,,,,
Narendra Modi's interview with News Xpress,https://www.youtube.com/embed/DXl4v3eShTk,Chief Minister of Gujarat Shri Narendra Modi's interview with News Xpress during his Sadbhavna Mission fast at University Convention Hall in Ahmedabad on 17t...,"Chief, Minister, of, Gujarat, Shri, Narendra, Modi's, interview, with, News, Xpress, during, his, Sadbhavna, Mission, fast, at, University, Convention, Hall,...",PT7M49S,1972,9/18/11,News & Politics,,,,,,
Narendra Modi's Interview to ANI (Part 2 of 2),https://www.youtube.com/embed/MmT2LzfYsf0,"On Wednesday, Bharatiya Janata Party (BJP) prime ministerial candidate Narendra Modi spoke to Asian News International (ANI), discussing his thoughts on the ...","Narendra Modi ANI Interview - Part 1, Narendra Modi, ANI, Interview, Bhartiya Janata Party, 2002, Riots, Loksabha Elctions 2014, Bharatiya Janata Party (Orga...",PT39M8S,1108,4/17/14,News & Politics,,,,,,
Narendra modi's Interview by J P sharma,https://www.youtube.com/embed/Pk1yWXkmgSg, ,,PT12M46S,302,5/16/14,People & Blogs,,,,,,
CM shri Narendra Modi's Interview with Sahara Samay - 3/3,https://www.youtube.com/embed/QAiNWtMHNhk,CM Shri Narendra Modi's Interview with Sahara Samay on 7th October 2008,"CM, Interview, Modi, Khas, Mulakat, Narendra, Ocotober, 2008, Sahara, Samay",PT8M51S,4805,10/8/08,News & Politics,,,,,,
Shri Narendra Modi's interview à_œà¥‹ à__à_¿à_–à__à_¯à__ à_¨à__à¥€à_‚ Doordarshan à_¨à¥‡,https://www.youtube.com/embed/fQ2bm6jff2Q,"Shri Narendra Modi's interview with Doordarshan On Priyanka Gandhi ""Beti Issue"" à_¯à¥‡ à_œà¥‹ à_¬à¥‡à_Ÿà¥€ à_¬à¥‡à_Ÿà¥€ à_ªà_° à_•à__à__à_¨à_¿à_¯à__à_Å à_¬à_¨à__ à_°à__à¥‡ à__à¥ˆ #NewsTraders à_‰à_¨à_•à¥‹ à_¸à¥€à_§à__ à_œà_µà__à_¬.... à__à¥‚à_°à__à_°à¥ç...","Narendra Modi (Politician), Priyanka Vadra (Politician), Doordarshan (TV Network), India, Interview, Beti",PT1M1S,2032,5/1/14,News & Politics,,,,,,
NEWS9: Narendra Modi's interview 1,https://www.youtube.com/embed/W3St9_Ws89w,"Watch Narendra Modi's most candid interview with our channel. For more news and updates, visit us at: http://www.youtube.com/user/news9tv https://www.faceboo...","NEWS9, Bangalore, Bengaluru, Karnataka, NEWS9: Narendra Modi's interview 1, Narendra Modi's interview, Modi, Narendra Modi",PT7M16S,406,4/15/14,News & Politics,,,,,,
Narendra Modi speech after Godhra incident 2002 - the so called 'Riot period' -must see,https://www.youtube.com/embed/4CiuBBKJ30Q,This is the video of CM Narendra Modi's appeal Telecasted on Doordarshan post the Godhra train burning incident which killed many Hindus . Those who accuse N...,"Narendra, Modi",PT6M24S,715723,1/28/12,News & Politics,,,,,,
NEWS9: Narendra Modi's interview 4,https://www.youtube.com/embed/66Vgld7a_So,"Watch Narendra Modi's most candid interview with our channel. For more news and updates, visit us at: http://www.youtube.com/user/news9tv https://www.faceboo...","NEWS9, Bangalore, Bengaluru, Karnataka, NEWS9: Narendra Modi's interview 4, Narendra Modi's interview, Narendra Modi, Modi",PT7M34S,293,4/15/14,News & Politics,,,,,,
Shri Narendra Modi's interview with GTPL,https://www.youtube.com/embed/JM5lx_FZSlQ,Shri Narendra Modi's interview with GTPL,"Narendra Modi, Gujarat, India, Chief Minister, CM, Namo, Gujarat Government, PM, PM Candidate, Development, Vikas, Brand India, Prime Minster, BJP, NDA, NaMo...",PT25M33S,1702,4/28/14,News & Politics,,,,,,
The Narendra Modi Interview on Times Now 2/3,https://www.youtube.com/embed/m4ZIHazNZsg,Narendra Modi talks about Gujarat development and he is exposing congress false propaganda,"Narendra, Modi, talks, about, Gujarat, development, and, he, is, exposing, congress, false, propaganda",PT8M16S,2375,9/20/11,News & Politics,,,,,,
narendra modi interview in cnn,https://www.youtube.com/embed/fQKFsA8Aulo, ,"news, newsonline, ahmedabad, Gujarat (Indian State)",PT2M35S,830,9/19/14,People & Blogs,,,,,,
Narendra modi's Interview on Reuters,https://www.youtube.com/embed/nfXNxmNiJJU,Narendra modi's Interview on Reuters com Full Speech as India's next PM Reuters com),"Narendra Modi (Politician), Interview, India (Country), hindu remark, Footage, Politician (Ontology Class), Exclusive, Interview Part, Interviews",PT2M49S,640,7/12/13,People & Blogs,,,,,,
Narendra modi's Interview on Reuters.com (Full Speech as India's next PM Reuters com),https://www.youtube.com/embed/bAKIit2_bTk,Narendra modi's interview on Reuters.com The best leader's speech on International news agency... Reuters.com Narendra modi's Full Speech as India's next PM ...,"India (Country), Narendra Modi (Politician), Godhra, narendra modi's speech on hindu, Narendra modi on",PT2M49S,7751,7/12/13,News & Politics,,,,,,
"Narendra Modi interview with Anil kapoor style, must watch",https://www.youtube.com/embed/E24ze6OqO-A,"Narendra Modi interview and fail to answer questions asked, Must see to understand how liar he is .",,PT5M34S,55,11/14/15,People & Blogs,,,,,,
NEWS9: Narendra Modi's interview 2,https://www.youtube.com/embed/9Y0rwgRWyGc,"Watch Narendra Modi's most candid interview with our channel. For more news and updates, visit us at: http://www.youtube.com/user/news9tv https://www.faceboo...","NEWS9, Bangalore, Bengaluru, Karnataka, NEWS9: Narendra Modi's interview 2, Narendra Modi's interview, Narendra Modi, Modi",PT6M52S,321,4/15/14,News & Politics,,,,,,
Mr. Narendra Modi's interview on Gujarat riots,https://www.youtube.com/embed/9vFNYm8gKvw,"This is a part of the interview given my Mr. Modi to Mr. Siddiqui, editor of the Urdu daily, Nayi Duniya. Please refer the complete interview on rediff over ...","Narendra Modi, Gujarat riots, Interview",PT8M21S,1001,4/21/13,News & Politics,,,,,,
narendra modi interview by ved,https://www.youtube.com/embed/LFvzPa5SlcY,ved has taken interview of na.mo. at kidz' city. kankaria...,"VTS, 01",PT5M59S,1055,4/29/11,People & Blogs,,,,,,
Narendra Modi interview with ETV just before election results,https://www.youtube.com/embed/Fn154JO8AMQ,Narendra Modi Interview,"Narendra Modi (Politician), Contest, Interview, BJP, Bharatiya Janata Party (Organization)",PT27M57S,3332,5/13/14,Entertainment,,,,,,
"Narendra Modi's interview with Doordarshan, Never said Priyanka Vadra daughter",https://www.youtube.com/embed/y1Yh8_VMNag,Narendra Modi's interview with Doordarshan which proves that Modi never said Priyanka Vadra daughter. It was manipulated by Doordarshan,"Narendra Modi (Politician), Priyanka Vadra (Politician), Interview, India, British Raj (Country), Sonia Gandhi (Author), Rahul gandhi, Indian National Congre...",PT2M2S,586,5/2/14,People & Blogs,,,,,,
Narendra Modi's interview with Zee News,https://www.youtube.com/embed/kKsPcYyKqWY,Chief Minister of Gujarat Shri Narendra Modi's interview with Zee News during his Sadbhavna Mission Fast on 17th Septemper 2011 at Gujarat University Convent...,"Chief, Minister, of, Gujarat, Shri, Narendra, Modi's, interview, with, Zee, News, during, his, Sadbhavna, Mission, Fast, on, 17th, Septemper, 2011, at, Unive...",PT10M0S,721,9/20/11,News & Politics,,,,,,
NEWS9: Narendra Modi's interview 6,https://www.youtube.com/embed/25z3jAh-LlI,"Watch Narendra Modi's most candid interview with our channel. For more news and updates, visit us at: http://www.youtube.com/user/news9tv https://www.faceboo...","NEWS9, Bangalore, Bengaluru, Karnataka, Narendra Modi, Narendra Modi interview, Modi, NEWS9: Narendra Modi's interview 6",PT5M37S,260,4/15/14,News & Politics,,,,,,
Mayawati reacts to Narendra Modi interview,https://www.youtube.com/embed/HCshHRwq20c,Download Times Now India's Election HQ - Real time election coverage at your fingertips. Android: http://bit.ly/1iwcRBr iOS: http://bit.ly/1iPt1sf Windows: h...,"Mayawati reacts to Narendra Modi interview, Mayawati takes on Modi, Mayawati & Akhilesh Yadav target Narendra Modi, Mayawati, Akhilesh Yadav target Narendra ...",PT3M18S,3077,5/9/14,News & Politics,,,,,,
NEWS9: Narendra Modi's interview 3,https://www.youtube.com/embed/xiplGcK1qGw,"Watch Narendra Modi's most candid interview with our channel. For more news and updates, visit us at: http://www.youtube.com/user/news9tv https://www.faceboo...","NEWS9, Bangalore, Bengaluru, Karnataka, NEWS9: Narendra Modi's interview 3, Narendra Modi's interview, Narendra Modi, Modi",PT5M55S,286,4/15/14,News & Politics,,,,,,
Zee24Taas | Narendra Modi interview by ANI/ 16th April,https://www.youtube.com/embed/r-GKNieZC7U,For more info log on to www.24taas.com Like us on https://www.facebook.com/Zee24Taas Follow us on https://twitter.com/zee24taasnews,"zee24taas, marathi video, marathi news, Breaking News, Watch Video, Politics, Crime, Zee TV, News, à_®à_°à__à_ à¥€ à_µà¥çà__à_¿à_¡à_¿à_“, à_ùà¥€ à¥¨à¥ª à__à__à_¸, à_®à_°à__à_ à¥€ à_¬à__à__à_®à¥çà_¯à__, à_¨à_°à¥‡à_‚à__à¥çà_° à_®à¥‹à__à¥€, à_¸à_‚à_ª...",PT18M38S,1497,4/16/14,News & Politics,,,,,,
"Narendra Modi's INTERVIEW on the question of GODHRA RIOT, SONIA GANDHI and CONGRESS",https://www.youtube.com/embed/7t5u59vvMvA,In an interview Narendra Modi answering to a very provoking question by paid journalist on Godhra riot issue.,"Narendra modi, Narendra Modi (Politician), narendra modi and sonia gandhi, narendra modi latest, narendra modi and congress, narendra modi and godhra, narend...",PT1M39S,384,2/2/14,News & Politics,,,,,,
Narendra Modi Speech | Hindustan Times Leadership Summit Archives,https://www.youtube.com/embed/FFP5E9cvCT4,Narendra Modi speaking at the HT Leadership Summit Archives,"ht media, Hindustan Times (Newspaper), leadership summit, 2012, leadership speech, inspiring speech, politics, political speech, narendra modi, namo, 2014 el...",PT52M1S,110422,12/5/13,News & Politics,,,,,,
Narendra Modi Interview by Rajeev Sukla,https://www.youtube.com/embed/m3pjR25ZrU0, ,Narendra Modi (Politician),PT4M5S,86,9/14/13,People & Blogs,,,,,,
"Narendra Modi Interview July 13, 2008- Part 2",https://www.youtube.com/embed/em4QGMqEU4Q,"Narendra Modi Interview July 13, 2008- Part 2","Narendra, Modi, Gujarat",PT4M59S,1858,8/13/08,People & Blogs,,,,,,
CM Narendra Modi's Interview with Students from USA,https://www.youtube.com/embed/yoMXE8Vk8jw,"Please comment, like, subscribe to my channel and enjoy more videos of CM Narendra modi. Share on Facebook, twitter, whatsapp & any social network and spread...","Narendra, Modi, Narendra Modi (Politician), India, Mumbai, Delhi, New Delhi (City/Town/Village), Pakistan, Singh, Bangalore, Bombay, Gandhi, Rahul Gandhi (Po...",PT10M12S,255,9/15/13,News & Politics,,,,,,
Narendra Modi Very Very Very Very Strong Reply on 2002 Gujarat Riots A MUST MUST WATCH,https://www.youtube.com/embed/jsBj7a7lTSs,"à_¶à¥‡à_¯à_° à_•à_°à¥‡à_‚ à_‡à_¸ à_µà¥€à_¡à_¿à_¯à¥‹ à_•à¥‹ ,, à_«à¥‡à_¸à_¬à¥Åà_•,à_Ÿà¥çà_µà¥€à_Ÿà_° à_”à_° à_¸à__à¥€ à_œà_—à__ à_‡à_¸ à_µà¥€à_¡à_¿à_¯à¥‹ à_•à¥‹ à_¶à¥‡à_¯à_° à_•à_°à¥‡à_‚ à¥_","Special, Very, Watch, India, Read, British Raj (Country), Description, Please, Read Description, Must, Jeff, Info, Guest, Must Watch, Funny, Cricket, Special...",PT3M41S,286750,11/11/13,People & Blogs,,,,,,
NEWS9: Narendra Modi's interview 5,https://www.youtube.com/embed/1CSGY9zfQPk,"Watch Narendra Modi's most candid interview with our channel. For more news and updates, visit us at: http://www.youtube.com/user/news9tv https://www.faceboo...","NEWS9, Bangalore, Bengaluru, Karnataka, NEWS9: Narendra Modi's interview 5, Narendra Modi's interview, Narendra Modi, Modi",PT5M35S,241,4/15/14,News & Politics,,,,,,
Narendra Modi Interview with Sahara Samay,https://www.youtube.com/embed/OkZD4XY2Unk,Narendra Modi Interview with Sahara Samay,Narendra Modi (Politician),PT9M21S,591,1/16/14,People & Blogs,,,,,,
